Category,Drift_Level,Prompt_ID,Base_Prompt_Num,Variant_Num,Prompt_CosSim,Mistral-7B-Instruct-v0.2_4bit_Resp_CosSim,Mistral-7B-Instruct-v0.2_8bit_Resp_CosSim,Mistral-7B-Instruct-v0.2_fp16_Resp_CosSim,Meta-Llama-3-8B-Instruct_4bit_Resp_CosSim,Meta-Llama-3-8B-Instruct_8bit_Resp_CosSim,Meta-Llama-3-8B-Instruct_fp16_Resp_CosSim,Phi-3-mini-4k-instruct_4bit_Resp_CosSim,Phi-3-mini-4k-instruct_8bit_Resp_CosSim,Phi-3-mini-4k-instruct_fp16_Resp_CosSim
reasoning,5,reasoning_L5_v1,4,1,65.38,78.29,79.75,81.31,77.3,74.48,69.24,73.2,70.98,74.29
reasoning,5,reasoning_L5_v2,4,2,48,52.33,68.05,67.05,77.32,70.26,75.65,60.89,58.63,57.58
reasoning,5,reasoning_L5_v3,4,3,92.67,86.69,88.48,83.57,90.12,87.79,86.51,80.52,79.48,77.88
reasoning,5,reasoning_L5_v1,5,1,81.78,86.41,73.16,82.98,86,86.38,85.71,84.96,85.2,79
reasoning,5,reasoning_L5_v2,5,2,84.11,86.21,83.97,78.81,91.94,87.95,91.69,78.36,87.22,79.13
reasoning,5,reasoning_L5_v3,5,3,88.26,89.99,87.71,84.85,91.12,90.41,89.33,88.53,88.05,78.46
reasoning,5,reasoning_L5_v1,6,1,75.49,92.97,89.37,90.55,88.95,88.89,91.35,78.75,83.6,85.66
reasoning,5,reasoning_L5_v2,6,2,81.94,88.26,82.91,84.84,82.72,85.08,88.4,75.77,86.18,85.89
reasoning,5,reasoning_L5_v3,6,3,77.58,92.25,89.32,91.08,93.82,86.69,92.63,78.33,84.12,86.2
reasoning,5,reasoning_L5_v1,7,1,90.83,90.01,94.07,90.55,85.28,88.1,85.76,83.63,87.25,85.26
reasoning,5,reasoning_L5_v2,7,2,89.89,85.66,90.09,87.36,90.31,93.3,91.28,87.33,86.77,83.87
reasoning,5,reasoning_L5_v3,7,3,75.14,82.95,89.41,83.75,90.02,93.31,90.43,86.1,87.45,80.62
reasoning,5,reasoning_L5_v1,8,1,77.61,82.42,82.75,81.91,84.56,86.93,89.13,77.95,81.53,80.12
reasoning,5,reasoning_L5_v2,8,2,53.36,78.85,81.78,75.18,71.12,75.65,77.3,76.04,75.63,75.6
reasoning,5,reasoning_L5_v3,8,3,72.65,80.12,83.19,77.05,82.99,89.47,83.83,79.68,82.03,82.6
reasoning,5,reasoning_L5_v1,9,1,81.31,84.65,77.51,73.06,84.4,81.93,75.79,86.78,81.47,79.17
reasoning,5,reasoning_L5_v2,9,2,90.24,82.77,83.15,84.43,83.79,80.27,80.26,90.78,84.39,79.32
reasoning,5,reasoning_L5_v3,9,3,90.35,84.27,82.28,82.51,79.82,78.04,79.24,84.51,84.95,84.01
reasoning,5,reasoning_L5_v1,10,1,52.1,67.03,70.01,70.49,82.12,69.25,70.72,70.7,75,64.15
reasoning,5,reasoning_L5_v2,10,2,81.24,74.35,79.15,83.13,90.58,87.4,90.68,79.48,81.38,76.45
reasoning,5,reasoning_L5_v3,10,3,79.64,89.97,87.18,87.81,92.47,87.45,91.77,86.76,78.46,80.12
logical,1,logical_L1_v1,1,1,100,98.38,87.93,86.51,96.74,96.86,100,89.06,84.26,100
logical,1,logical_L1_v2,1,2,98.59,87.78,87.28,91.13,96.66,97.83,98.25,84.67,86.42,71.79
logical,1,logical_L1_v3,1,3,98.85,93.04,94.56,94.83,96.25,95.07,96.87,83.66,79.16,77.66
logical,1,logical_L1_v1,2,1,91.38,95.42,84.74,96.07,91.31,89.84,95.26,83.5,80.64,87.51
logical,1,logical_L1_v2,2,2,98.2,95.04,88.74,90.65,94.27,90.46,96.27,85.55,83.64,83.73
logical,1,logical_L1_v3,2,3,92.5,89.08,76.75,91.19,91.07,88.01,93.55,90.26,77.11,80.47
logical,1,logical_L1_v1,3,1,97.72,87.09,99.78,93.93,89.41,87.87,82.49,81.71,83.68,82.85
logical,1,logical_L1_v2,3,2,98,87.67,91.41,95.01,87.71,84.93,92.32,84.86,84.28,92.05
logical,1,logical_L1_v3,3,3,99.02,82.05,99.42,90.22,91.13,76.75,87.92,85.16,88.51,88.71
logical,1,logical_L1_v1,4,1,89.85,89.57,94.94,88.09,91.74,94.46,89.65,71.71,85.09,85.68
logical,1,logical_L1_v2,4,2,96.1,94.68,89.92,88.56,92.71,88.67,93.56,81.86,87.85,79.21
logical,1,logical_L1_v3,4,3,91.1,85.82,91.94,79.97,92.72,87.75,90.39,86.96,77.3,80.15
logical,1,logical_L1_v1,5,1,98.76,91.09,98.65,93.08,88.82,98.23,98.86,86.91,81.8,89.44
logical,1,logical_L1_v2,5,2,99.04,93.29,96.94,97.61,92.11,93.27,98.19,86.48,83.58,83.85
logical,1,logical_L1_v3,5,3,100,91.24,97.99,99.41,87.03,98.69,100,90.65,88.18,100
logical,1,logical_L1_v1,6,1,99.41,95.99,94.41,88.65,94.39,92.01,93.28,87.21,87.65,84.76
logical,1,logical_L1_v2,6,2,94.25,95.4,93.79,91.35,95.03,93.05,93.55,84.08,84.5,83.64
logical,1,logical_L1_v3,6,3,95.41,92.72,96.77,93.4,94.35,92.95,93.83,91.46,85.26,93.54
logical,1,logical_L1_v1,7,1,98.46,94.53,93.91,96.09,91.12,94.13,94.91,92,89.93,88.08
logical,1,logical_L1_v2,7,2,95.35,91.29,94.5,89.52,95.53,91.15,97.13,94.91,86.44,88.25
logical,1,logical_L1_v3,7,3,97.62,90.13,94.79,92.15,92.89,96.22,92.34,91.92,89.03,86.39
logical,1,logical_L1_v1,8,1,100,100,95.24,97.93,92.08,95.73,100,86.46,87.57,100
logical,1,logical_L1_v2,8,2,97.62,92.85,94.32,89.88,73.31,95.75,95.65,85.86,85.93,90.82
logical,1,logical_L1_v3,8,3,97.73,92.96,95.62,94.68,84.19,94.65,96.95,74.79,86.23,88.28
logical,1,logical_L1_v1,9,1,100,90.76,89.23,90.62,91.47,95.66,100,88.98,84.82,100
logical,1,logical_L1_v2,9,2,95.72,82.61,89.94,89.16,91.55,91.32,95.14,89.18,88.45,87.69
logical,1,logical_L1_v3,9,3,98.24,93.57,91.09,86.69,94.8,96.31,95.42,86.2,79.46,84.68
logical,1,logical_L1_v1,10,1,97.55,94.93,96.38,91.89,94.82,96.95,97.39,80.59,84.84,95.32
logical,1,logical_L1_v2,10,2,85.56,88.65,96.34,92.21,94.47,95.05,94.44,85.85,86.69,88.35
logical,1,logical_L1_v3,10,3,100,93,97.19,91.87,94.54,95.28,100,87.7,82.48,100
logical,2,logical_L2_v1,1,1,94.85,87.5,90.35,88.12,95.42,95.45,98.07,64.57,81.33,82.04
logical,2,logical_L2_v2,1,2,96.91,89.28,91.51,88.14,92.35,94.28,93.46,88.21,83.94,79.63
logical,2,logical_L2_v3,1,3,95.6,87.3,89.29,90.32,93.8,88.93,95.49,78.53,86.03,81.05
logical,2,logical_L2_v1,2,1,90.5,85.32,82.76,87.25,85.47,84.39,89.83,84.65,78.53,74.64
logical,2,logical_L2_v2,2,2,91.83,93.16,86.11,93.03,93.96,92.11,93.15,76.14,81.64,74.98
logical,2,logical_L2_v3,2,3,97.24,95.58,94.84,95.31,86.9,91.38,91.52,88.63,83.77,73.26
logical,2,logical_L2_v1,3,1,96.01,83,87.13,89.52,89.45,83.74,90.11,81.06,87.24,83.91
logical,2,logical_L2_v2,3,2,95.82,89.74,84.03,83.64,93.51,85.43,85.76,81,87.35,84.22
logical,2,logical_L2_v3,3,3,88.01,84.24,84.73,89.79,84.11,81.81,88.67,82.77,76.46,83.98
logical,2,logical_L2_v1,4,1,90.83,66.04,79.37,91.38,93.91,90.79,94.6,78.68,83.38,84.78
logical,2,logical_L2_v2,4,2,93.31,76.61,97.37,99.56,90.44,90.13,93.76,82.69,86.74,82.89
logical,2,logical_L2_v3,4,3,96.52,76.93,88.77,97.54,90.6,92.49,89.26,84.19,85.97,83.75
logical,2,logical_L2_v1,5,1,91.64,95.13,98.39,99.31,89.57,95.62,93.38,86.82,83.5,86.72
logical,2,logical_L2_v2,5,2,93.36,92.13,94.54,94.54,91.93,96.42,98.34,86.41,80.25,83.66
logical,2,logical_L2_v3,5,3,97.57,90.44,100,99.12,88.1,95.83,94.03,87.61,85.43,85.03
logical,2,logical_L2_v1,6,1,98.42,95.36,96.55,95.5,94.86,92.45,93.85,92.32,84.35,87.3
logical,2,logical_L2_v2,6,2,94.22,91.7,96.17,92.57,94.46,91.78,91.21,83.63,82.32,89.42
logical,2,logical_L2_v3,6,3,89.17,92.23,94.02,91.06,95.25,91.71,94.2,91,85.69,86.26
logical,2,logical_L2_v1,7,1,92.78,95.34,95.01,92.52,93.8,90.02,93.78,93.03,89.44,86.81
logical,2,logical_L2_v2,7,2,92.5,90.62,94.73,92.27,95.9,96.72,95.93,89.82,90.47,86.62
logical,2,logical_L2_v3,7,3,98.1,89,91.02,93.72,97.29,95.72,97.58,88.1,92.77,85.28
logical,2,logical_L2_v1,8,1,98.88,88.72,84.23,81.18,89.54,95.92,95.52,79.32,85.75,85.04
logical,2,logical_L2_v2,8,2,99.8,94.61,92.41,78.82,87.07,89.89,93.54,84.12,84.69,85.92
logical,2,logical_L2_v3,8,3,98.23,87.13,90.83,78.32,88.25,92.44,91.38,82.42,90.47,86.54
logical,2,logical_L2_v1,9,1,97.24,88.73,92.41,90.71,90.64,87.77,89.33,84.95,85.58,84.35
logical,2,logical_L2_v2,9,2,93.89,88.9,88.83,88.23,92.5,88.4,86.32,87.14,84.36,84.64
logical,2,logical_L2_v3,9,3,92.14,92.67,92.46,84.15,94.45,90.9,86.17,88.89,84.32,84.84
logical,2,logical_L2_v1,10,1,99.58,94.96,94.81,93.19,94.84,96.19,95.01,90.59,83.12,94.1
logical,2,logical_L2_v2,10,2,97.19,94.95,96.25,92.73,95.4,95.8,97.25,91.78,85.19,95.99
logical,2,logical_L2_v3,10,3,92.94,95.04,94.32,94.71,93.61,91.54,95.73,87.48,87.17,92.59
logical,3,logical_L3_v1,1,1,95.35,87.81,87.41,90.33,90.23,89.22,92.71,84.92,86.65,83.16
logical,3,logical_L3_v2,1,2,96.86,88.4,88.02,89.24,94.7,88.47,93.3,81.64,81.07,80.28
logical,3,logical_L3_v3,1,3,95.57,86.64,88.92,85.25,83.94,81.18,86.87,86.78,83.96,80.73
logical,3,logical_L3_v1,2,1,88.03,88.52,83.23,92.49,89.94,91.94,89.25,82.23,82.19,69.64
logical,3,logical_L3_v2,2,2,91.27,96.14,84.89,96.97,93.72,88.07,96.15,85.59,75.68,76.31
logical,3,logical_L3_v3,2,3,92.54,92.06,88.44,92.59,93.27,90.67,90.51,83.13,82.21,74.34
logical,3,logical_L3_v1,3,1,91.37,88.06,96.71,94.17,91.35,84.39,90.87,84.28,87.55,88.44
logical,3,logical_L3_v2,3,2,83.09,74.92,75.96,74.53,90.87,74.73,83.02,75.99,64.64,76.92
logical,3,logical_L3_v3,3,3,82.97,87.83,85.84,81.42,88.3,82.77,88.56,82.82,83.44,77.45
logical,3,logical_L3_v1,4,1,91.03,73.58,96.05,96.81,88.93,89.87,90.43,82.68,85.43,79.97
logical,3,logical_L3_v2,4,2,97.1,76.47,96.89,88.07,92.91,94.35,88.75,78.66,86.76,88.01
logical,3,logical_L3_v3,4,3,96.91,77.36,99.48,99.29,93.09,89.74,93.7,79.91,81.47,81.85
logical,3,logical_L3_v1,5,1,76.5,87.41,87.72,89.51,82.66,93.08,93.9,82.58,71.33,78.41
logical,3,logical_L3_v2,5,2,82.84,80.89,80.21,84,75.97,74.59,72.32,76.86,73.14,77.98
logical,3,logical_L3_v3,5,3,82.4,91.04,91.69,91.91,88.68,91.64,86.01,76.79,73.69,77.84
logical,3,logical_L3_v1,6,1,93.97,89.4,95.43,95.29,93.59,93.51,93.61,86.98,85.05,88.09
logical,3,logical_L3_v2,6,2,91.47,82.37,89.41,93.27,90.94,89.95,91.42,83.57,74.87,77.51
logical,3,logical_L3_v3,6,3,89.11,86.96,88.81,94.44,95.62,91.72,94.31,79.03,87.29,84.91
logical,3,logical_L3_v1,7,1,86.52,90.26,95.35,94.79,90.65,89.3,86.17,90.79,89,77.02
logical,3,logical_L3_v2,7,2,92.42,91.15,89.96,88.56,89.54,88.72,88.54,82,90.12,77.63
logical,3,logical_L3_v3,7,3,86.95,91.88,90.96,92.19,86.8,85.39,85.61,89.86,88.85,81.54
logical,3,logical_L3_v1,8,1,81.24,86.39,76.24,80.05,85.56,91.42,82.69,77.72,81.59,78.48
logical,3,logical_L3_v2,8,2,92.49,82.47,78.03,78.84,87.68,83.39,84.61,84.25,80.17,79.94
logical,3,logical_L3_v3,8,3,95.46,85.33,81.22,80.62,88.86,93.07,95.42,79.98,88.37,80.83
logical,3,logical_L3_v1,9,1,89.09,90.83,92.41,83.47,87.95,88.03,88.53,85.84,87.86,88.83
logical,3,logical_L3_v2,9,2,96.91,91.21,90.07,93.16,90.79,93.07,89.66,86.67,88.92,85.24
logical,3,logical_L3_v3,9,3,55.6,80.88,80.04,80.52,85.24,81.94,86.89,82.61,79.45,81.84
logical,3,logical_L3_v1,10,1,91.87,96.05,95.71,92.16,93.24,93.17,94.23,85,84.35,89.16
logical,3,logical_L3_v2,10,2,88.23,89.95,90.82,92.39,93.81,95.67,92.63,86.82,85.08,86.48
logical,3,logical_L3_v3,10,3,82.2,90.7,91.34,89.48,91.76,93.41,93.27,82.58,73.34,85.31
logical,4,logical_L4_v1,1,1,85.49,89.02,92.14,90.86,92.94,90.9,93.85,78.29,77.33,72.1
logical,4,logical_L4_v2,1,2,92.08,87.12,90.55,86.45,91.3,94.26,92.49,83.84,85.83,77.24
logical,4,logical_L4_v3,1,3,87.76,82.64,85.95,87.23,87.73,87.81,88.52,87.73,81.33,78.54
